iter	Passed	Remaining
1659	120923	97613
1660	120981	97528
1661	121039	97443
1662	121140	97393
1663	121214	97321
1664	121303	97261
1665	121378	97190
1666	121458	97123
1667	121541	97058
1668	121594	96969
1669	121659	96890
1670	121735	96820
1671	121815	96753
1672	121892	96683
1673	121978	96620
1674	122059	96554
1675	122139	96487
1676	122217	96418
1677	122276	96334
1678	122330	96246
1679	122402	96173
1680	122487	96110
1681	122569	96044
1682	122657	95983
1683	122728	95908
1684	122804	95838
1685	122875	95764
1686	122966	95705
1687	123061	95649
1688	123156	95593
1689	123216	95511
1690	123271	95424
1691	123344	95351
1692	123418	95279
1693	123492	95207
1694	123544	95118
1695	123598	95030
1696	123649	94941
1697	123704	94854
1698	123777	94782
1699	123867	94722
1700	123974	94675
1701	124068	94618
1702	124138	94543
1703	124212	94471
1704	124289	94401
1705	124375	94338
1706	124464	94277
1707	124535	94203
1708	124613	94134
1709	124676	94054
1710	124735	93971
1711	124806	93896
1712	124864	93812
1713	124952	93751
1714	125033	93684
1715	125090	93599
1716	125162	93525
1717	125244	93459
1718	125326	93393
1719	125415	93332
1720	125488	93259
1721	125554	93181
1722	125657	93131
1723	125750	93072
1724	125837	93010
1725	125902	92931
1726	125993	92871
1727	126044	92782
1728	126139	92725
1729	126206	92648
1730	126292	92585
1731	126359	92508
1732	126443	92443
1733	126516	92370
1734	126589	92297
1735	126648	92214
1736	126722	92141
1737	126796	92069
1738	126865	91993
1739	126940	91922
1740	127012	91848
1741	127089	91778
1742	127195	91729
1743	127269	91657
1744	127327	91573
1745	127400	91500
1746	127458	91417
1747	127512	91330
1748	127591	91261
1749	127661	91187
1750	127743	91120
1751	127818	91048
1752	127895	90978
1753	127948	90891
1754	128008	90809
1755	128075	90732
1756	128141	90654
1757	128228	90591
1758	128306	90522
1759	128390	90456
1760	128455	90378
1761	128531	90307
1762	128588	90223
1763	128673	90158
1764	128757	90094
1765	128836	90024
1766	128911	89953
1767	128970	89870
1768	129025	89785
1769	129115	89724
1770	129200	89659
1771	129292	89599
1772	129371	89531
1773	129450	89462
1774	129531	89394
1775	129610	89326
1776	129668	89242
1777	129735	89165
1778	129829	89106
1779	129906	89036
1780	129998	88976
1781	130083	88912
1782	130160	88842
1783	130220	88760
1784	130287	88683
1785	130368	88615
1786	130447	88546
1787	130529	88479
1788	130602	88407
1789	130675	88333
1790	130764	88271
1791	130825	88190
1792	130899	88118
1793	130953	88032
1794	131006	87945
1795	131088	87879
1796	131170	87812
1797	131246	87740
1798	131326	87672
1799	131415	87610
1800	131499	87544
1801	131592	87485
1802	131652	87402
1803	131732	87334
1804	131811	87265
1805	131898	87201
1806	131995	87144
1807	132050	87060
1808	132139	86997
1809	132231	86936
1810	132294	86856
1811	132371	86786
1812	132448	86716
1813	132544	86658
1814	132635	86596
1815	132723	86533
1816	132796	86460
1817	132877	86392
1818	132949	86318
1819	133027	86248
1820	133083	86164
1821	133143	86083
1822	133244	86027
1823	133331	85963
1824	133392	85883
1825	133443	85795
1826	133523	85726
1827	133607	85660
1828	133701	85600
1829	133796	85541
1830	133883	85477
1831	133964	85409
1832	134042	85339
1833	134119	85268
1834	134194	85196
1835	134253	85114
1836	134336	85047
1837	134409	84974
1838	134466	84891
1839	134557	84829
1840	134617	84748
1841	134689	84674
1842	134766	84604
1843	134844	84534
1844	134917	84460
1845	134984	84383
1846	135050	84305
1847	135103	84220
1848	135192	84157
1849	135273	84089
1850	135361	84024
1851	135420	83943
1852	135478	83860
1853	135561	83793
1854	135638	83723
1855	135702	83644
1856	135763	83563
1857	135840	83493
1858	135927	83428
1859	136001	83355
1860	136090	83292
1861	136148	83210
1862	136207	83128
1863	136268	83047
1864	136336	82971
1865	136401	82893
1866	136473	82819
1867	136577	82765
1868	136667	82702
1869	136729	82622
1870	136810	82554
1871	136899	82491
1872	136992	82429
1873	137096	82374
1874	137162	82297
1875	137249	82232
1876	137347	82174
1877	137446	82116
1878	137526	82047
1879	137600	81974
1880	137674	81902
1881	137749	81830
1882	137840	81767
1883	137930	81703
1884	138008	81633
1885	138064	81550
1886	138138	81477
1887	138239	81420
1888	138316	81349
1889	138411	81289
1890	138484	81215
1891	138572	81151
1892	138637	81073
1893	138727	81010
1894	138780	80924
1895	138865	80858
1896	138929	80779
1897	139032	80723
1898	139115	80656
1899	139179	80577
1900	139262	80509
1901	139366	80454
1902	139448	80385
1903	139536	80321
1904	139616	80251
1905	139684	80175
1906	139764	80106
1907	139849	80039
1908	139923	79967
1909	139989	79889
1910	140042	79804
1911	140109	79727
1912	140183	79654
1913	140260	79583
1914	140328	79507
1915	140400	79433
1916	140474	79360
1917	140553	79290
1918	140636	79222
1919	140737	79164
1920	140824	79099
1921	140914	79035
1922	140979	78957
1923	141040	78876
1924	141137	78816
1925	141233	78756
1926	141327	78694
1927	141423	78633
1928	141481	78551
1929	141554	78478
1930	141620	78400
1931	141695	78328
1932	141789	78266
1933	141856	78189
1934	141936	78119
1935	141994	78038
1936	142062	77961
1937	142135	77888
1938	142213	77817
1939	142304	77754
1940	142385	77684
1941	142451	77607
1942	142516	77529
1943	142583	77452
1944	142670	77386
1945	142743	77313
1946	142820	77242
1947	142903	77173
1948	142976	77100
1949	143044	77023
1950	143122	76953
1951	143176	76869
1952	143270	76807
1953	143364	76744
1954	143416	76659
1955	143472	76577
1956	143538	76500
1957	143613	76427
1958	143687	76354
1959	143776	76289
1960	143859	76221
1961	143945	76154
1962	144032	76088
1963	144109	76017
1964	144186	75945
1965	144261	75872
1966	144334	75799
1967	144411	75727
1968	144489	75657
1969	144587	75596
1970	144659	75522
1971	144737	75451
1972	144827	75386
1973	144906	75316
1974	144982	75244
1975	145034	75159
1976	145107	75085
1977	145166	75005
1978	145249	74936
1979	145349	74877
1980	145418	74801
1981	145497	74730
1982	145557	74650
1983	145623	74573
1984	145704	74503
1985	145796	74439
1986	145866	74364
1987	145964	74304
1988	146046	74234
1989	146131	74167
1990	146218	74100
1991	146294	74028
1992	146375	73958
1993	146446	73884
1994	146515	73808
1995	146594	73738
1996	146688	73674
1997	146775	73608
1998	146857	73539
1999	146940	73470
2000	147006	73392
2001	147074	73316
2002	147160	73249
2003	147227	73172
2004	147313	73105
2005	147372	73025
2006	147434	72945
2007	147495	72866
2008	147548	72782
2009	147622	72709
2010	147717	72646
2011	147798	72576
2012	147877	72506
2013	147950	72432
2014	148009	72352
2015	148092	72283
2016	148164	72208
2017	148246	72139
2018	148334	72073
2019	148423	72007
2020	148507	71938
2021	148586	71868
2022	148649	71789
2023	148741	71725
2024	148827	71657
2025	148908	71588
2026	148968	71507
2027	149040	71433
2028	149125	71365
2029	149184	71285
2030	149235	71201
2031	149309	71127
2032	149387	71056
2033	149466	70985
2034	149558	70920
2035	149629	70846
2036	149712	70777
2037	149773	70697
2038	149842	70622
2039	149929	70555
2040	149987	70474
2041	150081	70410
2042	150160	70339
2043	150219	70259
2044	150274	70177
2045	150332	70096
2046	150394	70017
2047	150454	69937
2048	150525	69863
2049	150603	69791
2050	150686	69722
2051	150752	69646
2052	150808	69564
2053	150876	69488
2054	150942	69411
2055	151020	69339
2056	151080	69260
2057	151139	69180
2058	151203	69102
2059	151305	69042
2060	151395	68976
2061	151469	68903
2062	151521	68819
2063	151597	68747
2064	151681	68678
2065	151767	68611
2066	151839	68537
2067	151913	68464
2068	151997	68395
2069	152071	68322
2070	152150	68251
2071	152218	68175
2072	152298	68104
2073	152381	68035
2074	152458	67963
2075	152525	67886
2076	152607	67817
2077	152687	67746
2078	152746	67666
2079	152833	67599
2080	152923	67533
2081	153021	67470
2082	153101	67399
2083	153173	67325
2084	153246	67252
2085	153314	67176
2086	153406	67110
2087	153501	67046
2088	153592	66980
2089	153657	66903
2090	153729	66829
2091	153792	66751
2092	153851	66671
2093	153910	66591
2094	153994	66522
2095	154051	66442
2096	154132	66371
2097	154212	66301
2098	154287	66228
2099	154374	66160
2100	154445	66086
2101	154504	66006
2102	154593	65939
2103	154691	65876
2104	154769	65804
2105	154843	65731
2106	154924	65661
2107	155012	65593
2108	155108	65529
2109	155184	65456
2110	155269	65388
2111	155328	65308
2112	155423	65243
2113	155514	65177
2114	155597	65107
2115	155659	65029
2116	155741	64959
2117	155820	64888
2118	155915	64823
2119	156005	64756
2120	156089	64687
2121	156156	64611
2122	156233	64539
2123	156319	64470
2124	156407	64402
2125	156480	64329
2126	156551	64254
2127	156625	64181
2128	156698	64107
2129	156773	64034
2130	156849	63961
2131	156930	63890
2132	157023	63825
2133	157100	63753
2134	157179	63681
2135	157273	63616
2136	157387	63558
2137	157481	63493
2138	157571	63426
2139	157659	63358
2140	157748	63290
2141	157839	63224
2142	157922	63154
2143	158011	63086
2144	158104	63020
2145	158181	62948
2146	158261	62877
2147	158331	62802
2148	158385	62720
2149	158446	62641
2150	158527	62570
2151	158586	62491
2152	158659	62417
2153	158719	62338
2154	158794	62265
2155	158862	62189
2156	158940	62117
2157	158995	62036
2158	159057	61958
2159	159122	61881
2160	159176	61799
2161	159265	61732
2162	159355	61664
2163	159429	61591
2164	159494	61514
2165	159554	61435
2166	159623	61359
2167	159699	61287
2168	159793	61220
2169	159860	61144
2170	159912	61062
2171	159965	60981
2172	160032	60905
2173	160102	60830
2174	160153	60748
2175	160222	60672
2176	160294	60598
2177	160371	60525
2178	160425	60445
2179	160514	60376
2180	160583	60301
2181	160654	60227
2182	160727	60153
2183	160819	60086
2184	160891	60012
2185	160968	59939
2186	161042	59866
2187	161121	59794
2188	161221	59730
2189	161301	59659
2190	161392	59592
2191	161474	59521
2192	161551	59449
2193	161617	59372
2194	161692	59299
2195	161792	59235
2196	161882	59167
2197	161975	59101
2198	162069	59034
2199	162148	58963
2200	162239	58895
2201	162317	58823
2202	162400	58753
2203	162480	58681
2204	162558	58609
2205	162643	58539
2206	162728	58470
2207	162824	58404
2208	162905	58333
2209	162983	58260
2210	163065	58190
2211	163146	58119
2212	163234	58050
2213	163325	57982
2214	163416	57914
2215	163490	57841
2216	163571	57770
2217	163650	57698
2218	163739	57629
2219	163840	57565
2220	163919	57493
2221	164004	57423
2222	164076	57349
2223	164143	57272
2224	164209	57196
2225	164290	57125
2226	164382	57057
2227	164470	56988
2228	164554	56918
2229	164632	56846
2230	164707	56772
2231	164806	56707
2232	164879	56633
2233	164958	56561
2234	165021	56483
2235	165099	56411
2236	165178	56339
2237	165250	56264
2238	165321	56189
2239	165407	56120
2240	165479	56045
2241	165538	55966
2242	165602	55889
2243	165675	55815
2244	165761	55745
2245	165836	55672
2246	165925	55604
2247	166004	55531
2248	166055	55450
2249	166144	55381
2250	166247	55317
2251	166362	55257
2252	166424	55179
2253	166498	55105
2254	166572	55031
2255	166669	54965
2256	166743	54891
2257	166827	54820
2258	166887	54742
2259	166948	54664
2260	167004	54584
2261	167058	54504
2262	167146	54435
2263	167234	54366
2264	167307	54291
2265	167395	54222
2266	167475	54150
2267	167575	54085
2268	167662	54015
2269	167735	53941
2270	167820	53871
2271	167876	53791
2272	167949	53717
2273	168027	53644
2274	168094	53568
2275	168165	53493
2276	168247	53422
2277	168309	53344
2278	168383	53270
2279	168455	53196
2280	168540	53126
2281	168620	53054
2282	168699	52981
2283	168785	52911
2284	168866	52839
2285	168953	52770
2286	169030	52697
2287	169124	52629
2288	169212	52560
2289	169289	52487
2290	169373	52416
2291	169433	52338
2292	169517	52267
2293	169598	52195
2294	169678	52123
2295	169752	52049
2296	169831	51977
2297	169926	51909
2298	169999	51835
2299	170070	51760
2300	170140	51685
2301	170227	51615
2302	170305	51542
2303	170363	51464
2304	170457	51396
2305	170527	51320
2306	170616	51251
2307	170694	51178
2308	170777	51107
2309	170850	51033
2310	170910	50955
2311	171001	50886
2312	171078	50813
2313	171131	50733
2314	171183	50652
2315	171253	50577
2316	171331	50504
2317	171395	50427
2318	171476	50355
2319	171555	50283
2320	171634	50211
2321	171744	50147
2322	171822	50074
2323	171900	50001
2324	171978	49929
2325	172081	49863
2326	172169	49793
2327	172243	49719
2328	172328	49648
2329	172413	49578
2330	172509	49510
2331	172598	49440
2332	172701	49375
2333	172784	49303
2334	172864	49231
2335	172956	49162
2336	173059	49096
2337	173137	49023
2338	173212	48949
2339	173298	48879
2340	173375	48805
2341	173439	48728
2342	173499	48650
2343	173585	48580
2344	173668	48508
2345	173743	48434
2346	173821	48361
2347	173914	48293
2348	174003	48223
2349	174084	48151
2350	174178	48082
2351	174270	48013
2352	174367	47945
2353	174449	47873
2354	174513	47796
2355	174574	47719
2356	174651	47645
2357	174704	47565
2358	174808	47499
2359	174893	47428
2360	174971	47355
2361	175066	47287
2362	175157	47217
2363	175237	47145
2364	175328	47075
2365	175403	47001
2366	175490	46930
2367	175573	46859
2368	175662	46788
2369	175738	46715
2370	175806	46639
2371	175896	46569
2372	175985	46499
2373	176065	46426
2374	176147	46354
2375	176232	46283
2376	176307	46209
2377	176400	46139
2378	176489	46069
2379	176570	45997
2380	176661	45927
2381	176727	45851
2382	176817	45781
2383	176898	45708
2384	176984	45637
2385	177076	45567
2386	177156	45495
2387	177251	45426
2388	177349	45358
2389	177434	45286
2390	177519	45215
2391	177606	45144
2392	177693	45073
2393	177772	45000
2394	177847	44926
2395	177923	44852
2396	178012	44781
2397	178114	44714
2398	178193	44641
2399	178248	44562
2400	178341	44492
2401	178411	44417
2402	178496	44345
2403	178583	44274
2404	178636	44194
2405	178717	44122
2406	178789	44047
2407	178861	43972
2408	178943	43900
2409	179017	43825
2410	179091	43751
2411	179172	43678
2412	179264	43608
2413	179365	43541
2414	179445	43468
2415	179517	43393
2416	179603	43321
2417	179690	43250
2418	179785	43181
2419	179857	43106
2420	179933	43032
2421	180003	42957
2422	180100	42888
2423	180179	42814
2424	180251	42739
2425	180325	42665
2426	180393	42589
2427	180480	42518
2428	180546	42442
2429	180629	42369
2430	180733	42302
2431	180815	42229
2432	180909	42160
2433	180986	42086
2434	181063	42012
2435	181143	41939
2436	181216	41864
2437	181303	41793
2438	181378	41719
2439	181470	41649
2440	181552	41576
2441	181633	41503
2442	181692	41425
2443	181760	41349
2444	181840	41276
2445	181924	41204
2446	182008	41132
2447	182089	41059
2448	182176	40987
2449	182259	40915
2450	182340	40842
2451	182415	40768
2452	182495	40695
2453	182577	40622
2454	182658	40549
2455	182748	40478
2456	182836	40407
2457	182907	40331
2458	182966	40254
2459	183037	40178
2460	183111	40104
2461	183199	40032
2462	183259	39955
2463	183323	39878
2464	183400	39805
2465	183501	39736
2466	183564	39659
2467	183645	39586
2468	183735	39515
2469	183829	39445
2470	183921	39374
2471	184016	39304
2472	184096	39231
2473	184174	39157
2474	184254	39084
2475	184332	39010
2476	184405	38935
2477	184489	38863
2478	184556	38787
2479	184643	38715
2480	184748	38647
2481	184841	38576
2482	184956	38510
2483	185035	38437
2484	185130	38367
2485	185217	38295
2486	185307	38223
2487	185409	38154
2488	185463	38076
2489	185551	38004
2490	185639	37932
2491	185734	37862
2492	185807	37787
2493	185887	37714
2494	185963	37639
2495	186057	37569
2496	186127	37493
2497	186220	37423
2498	186295	37348
2499	186377	37275
2500	186466	37203
2501	186546	37130
2502	186633	37058
2503	186707	36983
2504	186762	36905
2505	186825	36828
2506	186914	36756
2507	186989	36682
2508	187084	36611
2509	187162	36537
2510	187249	36465
2511	187323	36390
2512	187403	36317
2513	187465	36240
2514	187548	36167
2515	187620	36092
2516	187710	36020
2517	187799	35948
2518	187883	35876
2519	187972	35804
2520	188064	35733
2521	188152	35660
2522	188230	35586
2523	188285	35508
2524	188372	35436
2525	188465	35365
2526	188553	35293
2527	188630	35218
2528	188705	35144
2529	188795	35072
2530	188879	34999
2531	188966	34927
2532	189061	34856
2533	189168	34787
2534	189254	34715
2535	189340	34642
2536	189417	34568
2537	189496	34494
2538	189588	34423
2539	189683	34352
2540	189785	34282
2541	189868	34209
2542	189952	34136
2543	190033	34062
2544	190121	33990
2545	190204	33916
2546	190279	33842
2547	190363	33769
2548	190441	33695
2549	190519	33621
2550	190585	33544
2551	190659	33469
2552	190750	33398
2553	190840	33326
2554	190920	33252
2555	190983	33175
2556	191048	33099
2557	191123	33024
2558	191204	32950
2559	191277	32875
2560	191368	32803
2561	191428	32726
2562	191507	32652
2563	191593	32579
2564	191666	32504
2565	191753	32432
2566	191820	32356
2567	191874	32277
2568	191945	32202
2569	192025	32128
2570	192116	32056
2571	192196	31982
2572	192278	31909
2573	192344	31833
2574	192425	31759
2575	192516	31687
2576	192596	31613
2577	192662	31537
2578	192753	31465
2579	192833	31391
2580	192886	31313
2581	192962	31238
2582	193041	31164
2583	193129	31092
2584	193209	31018
2585	193290	30944
2586	193373	30870
2587	193453	30797
2588	193537	30723
2589	193620	30650
2590	193724	30580
2591	193820	30508
2592	193884	30432
2593	193976	30360
2594	194050	30285
2595	194129	30211
2596	194202	30136
2597	194270	30060
2598	194351	29986
2599	194426	29911
2600	194493	29835
2601	194556	29759
2602	194638	29685
2603	194717	29611
2604	194798	29537
2605	194882	29464
2606	194952	29388
2607	195026	29313
2608	195100	29238
2609	195177	29164
2610	195276	29093
2611	195360	29019
2612	195447	28946
2613	195500	28868
2614	195594	28796
2615	195680	28723
2616	195774	28651
2617	195867	28579
2618	195940	28504
2619	196024	28431
2620	196123	28359
2621	196208	28286
2622	196285	28211
2623	196362	28137
2624	196447	28063
2625	196520	27988
2626	196611	27916
2627	196691	27842
2628	196746	27764
2629	196827	27690
2630	196902	27615
2631	196983	27541
2632	197069	27468
2633	197145	27393
2634	197208	27317
2635	197281	27242
2636	197342	27165
2637	197433	27092
2638	197525	27020
2639	197612	26947
2640	197709	26875
2641	197794	26801
2642	197875	26727
2643	197974	26656
2644	198040	26580
2645	198104	26503
2646	198185	26429
2647	198244	26352
2648	198311	26276
2649	198372	26200
2650	198439	26124
2651	198511	26048
2652	198584	25973
2653	198651	25898
2654	198729	25823
2655	198782	25745
2656	198855	25670
2657	198928	25595
2658	199009	25521
2659	199086	25447
2660	199146	25370
2661	199252	25299
2662	199339	25226
2663	199432	25153
2664	199521	25080
2665	199600	25006
2666	199692	24933
2667	199766	24858
2668	199847	24784
2669	199941	24711
2670	200027	24638
2671	200091	24562
2672	200187	24489
2673	200272	24416
2674	200359	24342
2675	200450	24269
2676	200527	24195
2677	200619	24122
2678	200700	24048
2679	200794	23975
2680	200864	23899
2681	200951	23826
2682	201032	23752
2683	201107	23677
2684	201188	23603
2685	201252	23526
2686	201323	23451
2687	201411	23378
2688	201500	23304
2689	201579	23230
2690	201652	23155
2691	201731	23080
2692	201811	23006
2693	201900	22933
2694	201999	22860
2695	202077	22786
2696	202173	22713
2697	202254	22639
2698	202338	22565
2699	202406	22489
2700	202484	22414
2701	202548	22338
2702	202639	22265
2703	202706	22189
2704	202777	22114
2705	202865	22040
2706	202938	21965
2707	203041	21893
2708	203108	21817
2709	203183	21742
2710	203272	21669
2711	203362	21596
2712	203439	21521
2713	203521	21447
2714	203602	21372
2715	203683	21298
2716	203773	21224
2717	203870	21152
2718	203932	21075
2719	204019	21001
2720	204117	20929
2721	204212	20856
2722	204299	20782
2723	204387	20708
2724	204474	20635
2725	204568	20561
2726	204673	20489
2727	204742	20414
2728	204819	20339
2729	204917	20266
2730	204983	20190
2731	205062	20115
2732	205121	20039
2733	205185	19963
2734	205235	19885
2735	205339	19813
2736	205430	19739
2737	205523	19666
2738	205634	19595
2739	205729	19521
2740	205810	19447
2741	205885	19372
2742	205958	19296
2743	206018	19220
2744	206082	19144
2745	206161	19069
2746	206256	18996
2747	206341	18922
2748	206412	18846
2749	206486	18771
2750	206561	18696
2751	206635	18621
2752	206721	18547
2753	206805	18472
2754	206887	18398
2755	206966	18323
2756	207056	18249
2757	207144	18175
2758	207220	18100
2759	207307	18026
2760	207385	17951
2761	207472	17877
2762	207557	17803
2763	207632	17728
2764	207734	17655
2765	207807	17580
2766	207878	17504
2767	207936	17428
2768	208007	17352
2769	208118	17280
2770	208203	17206
2771	208275	17130
2772	208357	17056
2773	208439	16981
2774	208527	16907
2775	208604	16832
2776	208679	16757
2777	208761	16682
2778	208850	16608
2779	208934	16534
2780	209021	16460
2781	209079	16383
2782	209158	16308
2783	209247	16234
2784	209328	16159
2785	209416	16085
2786	209507	16011
2787	209609	15938
2788	209680	15863
2789	209756	15788
2790	209867	15715
2791	209950	15641
2792	210022	15565
2793	210108	15491
2794	210193	15416
2795	210267	15341
2796	210346	15266
2797	210432	15192
2798	210487	15115
2799	210566	15040
2800	210653	14966
2801	210735	14891
2802	210816	14816
2803	210890	14741
2804	210965	14666
2805	211062	14592
2806	211155	14518
2807	211246	14444
2808	211330	14369
2809	211408	14294
2810	211486	14219
2811	211571	14144
2812	211631	14068
2813	211697	13992
2814	211787	13918
2815	211878	13844
2816	211966	13769
2817	212038	13694
2818	212101	13618
2819	212179	13543
2820	212237	13467
2821	212303	13391
2822	212384	13316
2823	212463	13241
2824	212552	13166
2825	212604	13090
2826	212690	13015
2827	212776	12941
2828	212854	12866
2829	212944	12791
2830	213020	12716
2831	213092	12641
2832	213180	12566
2833	213270	12492
2834	213351	12417
2835	213417	12341
2836	213489	12266
2837	213572	12191
2838	213674	12117
2839	213773	12043
2840	213836	11967
2841	213927	11893
2842	214013	11818
2843	214091	11743
2844	214176	11668
2845	214259	11593
2846	214346	11519
2847	214443	11445
2848	214531	11370
2849	214615	11295
2850	214703	11220
2851	214777	11145
2852	214850	11070
2853	214929	10994
2854	215024	10920
2855	215081	10844
2856	215164	10769
2857	215241	10694
2858	215333	10619
2859	215415	10544
2860	215495	10469
2861	215562	10394
2862	215616	10317
2863	215674	10241
2864	215758	10166
2865	215825	10090
2866	215885	10014
2867	215960	9939
2868	216035	9864
2869	216136	9790
2870	216199	9714
2871	216276	9639
2872	216362	9564
2873	216444	9489
2874	216529	9414
2875	216622	9339
2876	216706	9264
2877	216786	9189
2878	216869	9114
2879	216943	9039
2880	217024	8964
2881	217077	8887
2882	217158	8812
2883	217249	8738
2884	217334	8663
2885	217417	8588
2886	217503	8513
2887	217575	8437
2888	217669	8363
2889	217740	8287
2890	217805	8211
2891	217877	8136
2892	217959	8061
2893	218036	7986
2894	218097	7910
2895	218150	7834
2896	218225	7758
2897	218299	7683
2898	218390	7608
2899	218455	7532
2900	218516	7457
2901	218590	7381
2902	218664	7306
2903	218738	7231
2904	218824	7156
2905	218905	7080
2906	218988	7005
2907	219064	6930
2908	219149	6855
2909	219236	6780
2910	219330	6705
2911	219432	6631
2912	219516	6556
2913	219617	6481
2914	219700	6406
2915	219758	6330
2916	219828	6254
2917	219904	6179
2918	219989	6104
2919	220070	6029
2920	220152	5954
2921	220238	5879
2922	220317	5803
2923	220397	5728
2924	220478	5653
2925	220563	5578
2926	220649	5503
2927	220752	5428
2928	220837	5353
2929	220910	5277
2930	220991	5202
2931	221050	5126
2932	221103	5050
2933	221181	4975
2934	221254	4900
2935	221334	4824
2936	221429	4749
2937	221509	4674
2938	221593	4599
2939	221683	4524
2940	221762	4448
2941	221836	4373
2942	221922	4298
2943	222010	4223
2944	222089	4147
2945	222156	4072
2946	222235	3996
2947	222331	3921
2948	222408	3846
2949	222487	3770
2950	222581	3695
2951	222670	3620
2952	222744	3545
2953	222823	3469
2954	222900	3394
2955	222958	3318
2956	223039	3243
2957	223122	3168
2958	223201	3092
2959	223310	3017
2960	223407	2942
2961	223487	2867
2962	223564	2791
2963	223647	2716
2964	223729	2640
2965	223799	2565
2966	223878	2490
2967	223951	2414
2968	224030	2339
2969	224119	2263
2970	224199	2188
2971	224276	2112
2972	224367	2037
2973	224469	1962
2974	224554	1887
2975	224628	1811
2976	224716	1736
2977	224815	1660
2978	224902	1585
2979	224980	1509
2980	225053	1434
2981	225142	1359
2982	225237	1283
2983	225311	1208
2984	225385	1132
2985	225470	1057
2986	225561	981
2987	225654	906
2988	225742	830
2989	225824	755
2990	225900	679
2991	225974	604
2992	226060	528
2993	226151	453
2994	226230	377
2995	226344	302
2996	226441	226
2997	226540	151
2998	226620	75
2999	226706	0
