iter	RMSE
1519	0.5738703108
1520	0.5737690428
1521	0.5737341243
1522	0.5736414474
1523	0.5735512457
1524	0.5734924558
1525	0.5734575759
1526	0.5733826211
1527	0.5733407345
1528	0.5733132587
1529	0.5732824358
1530	0.5732477226
1531	0.5732084442
1532	0.5731826767
1533	0.5731300906
1534	0.573045406
1535	0.5729171857
1536	0.5728790587
1537	0.5728554004
1538	0.5728313811
1539	0.5728158
1540	0.5727516318
1541	0.5726958298
1542	0.5726697854
1543	0.5724829207
1544	0.5723969413
1545	0.5723608288
1546	0.5723112228
1547	0.572219487
1548	0.5721671047
1549	0.5720859647
1550	0.5719959904
1551	0.5719613102
1552	0.5718475181
1553	0.5718393714
1554	0.5718089737
1555	0.5717410196
1556	0.5717145014
1557	0.5716749216
1558	0.5715854417
1559	0.5715153561
1560	0.5714613336
1561	0.571279889
1562	0.5712324407
1563	0.5712106496
1564	0.5711573767
1565	0.5711210152
1566	0.5710116325
1567	0.5709169917
1568	0.5708726401
1569	0.5708503584
1570	0.5708269317
1571	0.5707816393
1572	0.5707292999
1573	0.5706816792
1574	0.5706320272
1575	0.5705576528
1576	0.5704365787
1577	0.5703286567
1578	0.5703096967
1579	0.5702167754
1580	0.570148729
1581	0.5701043631
1582	0.5700696464
1583	0.5699896811
1584	0.5699294281
1585	0.5698756387
1586	0.5698475772
1587	0.5698019649
1588	0.5697127286
1589	0.5696557393
1590	0.5695694759
1591	0.5695361244
1592	0.5694595577
1593	0.5694246983
1594	0.5693650613
1595	0.5693234009
1596	0.5692498332
1597	0.5690807469
1598	0.5690409159
1599	0.568931409
1600	0.5688885374
1601	0.5688269131
1602	0.5687724982
1603	0.5686792948
1604	0.5686493425
1605	0.5686033517
1606	0.5685706536
1607	0.5685377719
1608	0.5685099068
1609	0.5685081279
1610	0.5684857466
1611	0.5684308703
1612	0.5683906563
1613	0.5683326686
1614	0.5682447115
1615	0.5681977083
1616	0.5681678285
1617	0.5681222818
1618	0.5680820006
1619	0.5680459672
1620	0.5678938464
1621	0.5678529313
1622	0.5678318668
1623	0.5677915404
1624	0.5677546534
1625	0.5676518176
1626	0.5676115844
1627	0.5675539418
1628	0.5675126105
1629	0.5674224503
1630	0.567370665
1631	0.5672743739
1632	0.5672464618
1633	0.567120768
1634	0.5670965488
1635	0.5670499129
1636	0.5669838227
1637	0.566944076
1638	0.5669126358
1639	0.5667737181
1640	0.566692339
1641	0.5666423347
1642	0.5665862521
1643	0.5665498579
1644	0.5665285893
1645	0.566494163
1646	0.5664629288
1647	0.5664320526
1648	0.5663885997
1649	0.5663616353
1650	0.5663004206
1651	0.5662541186
1652	0.5661121325
1653	0.5660926204
1654	0.566079317
1655	0.5660388306
1656	0.5659921683
1657	0.5659020899
1658	0.5658265817
1659	0.5657933085
1660	0.5657624251
1661	0.5656828278
1662	0.5656167116
1663	0.5655932162
1664	0.5654816427
1665	0.5653931827
1666	0.5653714578
1667	0.5653467261
1668	0.5653096747
1669	0.5652898904
1670	0.565262498
1671	0.5652153975
1672	0.5651768915
1673	0.5651476893
1674	0.5651271753
1675	0.5650848401
1676	0.5650308466
1677	0.5649968817
1678	0.5649522366
1679	0.5648918525
1680	0.564819638
1681	0.5646914339
1682	0.5646474009
1683	0.5646135661
1684	0.5645286988
1685	0.5644929364
1686	0.5644012933
1687	0.564336624
1688	0.5642852484
1689	0.5641655346
1690	0.5640527483
1691	0.563996131
1692	0.5639149526
1693	0.5638786501
1694	0.5638013211
1695	0.5637285151
1696	0.5636985862
1697	0.5636784891
1698	0.5636393163
1699	0.5636162933
1700	0.5634886779
1701	0.5634569292
1702	0.5634138699
1703	0.5633515335
1704	0.5633218849
1705	0.5632421989
1706	0.5631367475
1707	0.5630356166
1708	0.5629165441
1709	0.5628879515
1710	0.5628136623
1711	0.5627782772
1712	0.5626664958
1713	0.562579069
1714	0.5625030902
1715	0.5624355347
1716	0.5623951123
1717	0.5623528663
1718	0.5622726824
1719	0.5621815468
1720	0.5620434085
1721	0.5620214223
1722	0.5619609069
1723	0.5619282135
1724	0.5619023914
1725	0.5618845444
1726	0.5617287117
1727	0.5617286815
1728	0.561698598
1729	0.5616652782
1730	0.561634647
1731	0.5616058071
1732	0.5615736736
1733	0.561461787
1734	0.5614305049
1735	0.5613868239
1736	0.5613152998
1737	0.561218011
1738	0.5611243597
1739	0.5610126027
1740	0.5609439067
1741	0.5608555547
1742	0.5607618155
1743	0.5606315932
1744	0.560614673
1745	0.5605905512
1746	0.5604984812
1747	0.5604361556
1748	0.5603646478
1749	0.5603059271
1750	0.5602787999
1751	0.5602316129
1752	0.5601507515
1753	0.5601244842
1754	0.5600785304
1755	0.5600474283
1756	0.559990119
1757	0.5599762774
1758	0.5598931945
1759	0.5598582089
1760	0.5598185284
1761	0.5597374117
1762	0.5597372998
1763	0.55970521
1764	0.5595982118
1765	0.5594750471
1766	0.5594455723
1767	0.5594025454
1768	0.5592860103
1769	0.5592056797
1770	0.5591522365
1771	0.559069765
1772	0.559025567
1773	0.5589488242
1774	0.5588822032
1775	0.5587847783
1776	0.5587419227
1777	0.5585817878
1778	0.5585664421
1779	0.5584941373
1780	0.5584123367
1781	0.5583814208
1782	0.5583437358
1783	0.5583148063
1784	0.5582839895
1785	0.5581932747
1786	0.5581171747
1787	0.5580946178
1788	0.5580649369
1789	0.5580110279
1790	0.5579797815
1791	0.5579269626
1792	0.5578867534
1793	0.5578582709
1794	0.5578111838
1795	0.5577773862
1796	0.5577292234
1797	0.5576741675
1798	0.5576250358
1799	0.5575773075
1800	0.5575122266
1801	0.5573834864
1802	0.5573497051
1803	0.5572774839
1804	0.5571859571
1805	0.5571291424
1806	0.5570961867
1807	0.5570394816
1808	0.5569618716
1809	0.5569239955
1810	0.5568157034
1811	0.5567884484
1812	0.5567503937
1813	0.5566881295
1814	0.5566152378
1815	0.5565950037
1816	0.5565119014
1817	0.556483913
1818	0.5564338136
1819	0.556414106
1820	0.5563564823
1821	0.5563027624
1822	0.5562040902
1823	0.5561709632
1824	0.5560952639
1825	0.5560656679
1826	0.556036629
1827	0.5559548177
1828	0.5559168741
1829	0.5558342312
1830	0.5557912651
1831	0.555738765
1832	0.5556940922
1833	0.5556203528
1834	0.5556061836
1835	0.5555641015
1836	0.5555427346
1837	0.5554712735
1838	0.5553704103
1839	0.5553573286
1840	0.5552871727
1841	0.5552333628
1842	0.5551686604
1843	0.5550824025
1844	0.5549837871
1845	0.5549520205
1846	0.5549068047
1847	0.5548729672
1848	0.5548032418
1849	0.5547482319
1850	0.5546886626
1851	0.5546584529
1852	0.5546205539
1853	0.5546016446
1854	0.5545341454
1855	0.5545182196
1856	0.5544993636
1857	0.5544481091
1858	0.5543925449
1859	0.5543488104
1860	0.5543166545
1861	0.5542807056
1862	0.5542561766
1863	0.5541732256
1864	0.5541198537
1865	0.5540980736
1866	0.5540226308
1867	0.5539776116
1868	0.5539366119
1869	0.5538693794
1870	0.5538492295
1871	0.5538214122
1872	0.553787911
1873	0.5537479287
1874	0.5536924144
1875	0.5536254431
1876	0.553557425
1877	0.5534698977
1878	0.5534528866
1879	0.5534292854
1880	0.5533617157
1881	0.5533406958
1882	0.5532994556
1883	0.5532544665
1884	0.5531788076
1885	0.5531462511
1886	0.5530828767
1887	0.5529571495
1888	0.5529323705
1889	0.552904678
1890	0.5527695355
1891	0.5526599985
1892	0.5526199464
1893	0.552601667
1894	0.5525805441
1895	0.5524908799
1896	0.5524677186
1897	0.5524148167
1898	0.5523961587
1899	0.552374172
1900	0.5523433984
1901	0.5522858014
1902	0.5522362925
1903	0.5521981637
1904	0.5521766455
1905	0.5520931037
1906	0.5520389712
1907	0.5519812154
1908	0.5518634195
1909	0.551818813
1910	0.5517820668
1911	0.5517607697
1912	0.5516679534
1913	0.5516023256
1914	0.551549155
1915	0.5514990505
1916	0.5514693456
1917	0.551369637
1918	0.5513333484
1919	0.5513147681
1920	0.551292873
1921	0.551229655
1922	0.5511810011
1923	0.5511214217
1924	0.5510485621
1925	0.5510142596
1926	0.5509557727
1927	0.5509131794
1928	0.5509027293
1929	0.5508651494
1930	0.5507695297
1931	0.5507149901
1932	0.5506306875
1933	0.5506133473
1934	0.5505769339
1935	0.5505239135
1936	0.5504569904
1937	0.5503847378
1938	0.5503433457
1939	0.5503237751
1940	0.5502001882
1941	0.5501189046
1942	0.5500809139
1943	0.5500386637
1944	0.5499799897
1945	0.5499650964
1946	0.5499418485
1947	0.549923109
1948	0.5498571698
1949	0.5498456213
1950	0.5498112667
1951	0.5497789231
1952	0.5497300336
1953	0.5496289076
1954	0.5496179955
1955	0.5495018049
1956	0.5494822873
1957	0.5493873637
1958	0.5493581365
1959	0.5493237424
1960	0.5493006829
1961	0.5492851242
1962	0.5492141124
1963	0.5491972797
1964	0.5491616797
1965	0.5490495477
1966	0.5490184234
1967	0.5489875587
1968	0.5489369366
1969	0.5489051386
1970	0.5488775252
1971	0.5488178566
1972	0.5487836713
1973	0.5486926944
1974	0.5486092593
1975	0.5485846824
1976	0.5485646483
1977	0.5485484713
1978	0.5484993396
1979	0.5484695651
1980	0.5484301256
1981	0.5483977152
1982	0.548374797
1983	0.5483223275
1984	0.5482528131
1985	0.5481917688
1986	0.5481768657
1987	0.5481363364
1988	0.5480997596
1989	0.5480823733
1990	0.5480518607
1991	0.5480130862
1992	0.5479381311
1993	0.5479111957
1994	0.5478972543
1995	0.5478445182
1996	0.5478032379
1997	0.5477686323
1998	0.5477109583
1999	0.5476790621
2000	0.547590348
2001	0.5475111501
2002	0.5475007193
2003	0.5474623796
2004	0.5473981134
2005	0.5473694822
2006	0.5473452576
2007	0.5472779208
2008	0.547228959
2009	0.5471683552
2010	0.547120795
2011	0.5470717749
2012	0.5470362041
2013	0.547022655
2014	0.546974331
2015	0.5469368436
2016	0.5468762419
2017	0.5468558721
2018	0.5468397894
2019	0.5468099215
2020	0.5467886899
2021	0.5467553978
2022	0.5467074784
2023	0.5466644392
2024	0.5465945141
2025	0.5465601895
2026	0.5465370954
2027	0.5465209618
2028	0.5464683061
2029	0.5464379403
2030	0.5463972889
2031	0.5463056532
2032	0.5462862769
2033	0.5462693689
2034	0.5461861501
2035	0.5461524518
2036	0.5461104531
2037	0.5460547575
2038	0.5460225183
2039	0.5459873734
2040	0.5459787623
2041	0.5458362671
2042	0.5457994821
2043	0.5457831913
2044	0.5457653558
2045	0.5457487856
2046	0.5457247346
2047	0.5457056688
2048	0.5455704133
2049	0.5455551728
2050	0.5455101492
2051	0.5454493734
2052	0.5454132981
2053	0.5453452713
2054	0.5453194322
2055	0.545273321
2056	0.5452529795
2057	0.5452182427
2058	0.5451947386
2059	0.5450992863
2060	0.5450204645
2061	0.5449626879
2062	0.5449430167
2063	0.5449215396
2064	0.5449068202
2065	0.5447849207
2066	0.5447503462
2067	0.5446658255
2068	0.5445836421
2069	0.5445507441
2070	0.5444753657
2071	0.5444408924
2072	0.5443819345
2073	0.5443463426
2074	0.5442314002
2075	0.5442112917
2076	0.5441489456
2077	0.5440165503
2078	0.5439342085
2079	0.5439165931
2080	0.5438389759
2081	0.5438198984
2082	0.5437439765
2083	0.5437032436
2084	0.5436758515
2085	0.5436383838
2086	0.5435889039
2087	0.5435508035
2088	0.5435079587
2089	0.5434486825
2090	0.5433794206
2091	0.5433569543
2092	0.5433128741
2093	0.543292685
2094	0.5432590758
2095	0.5432316334
2096	0.5432033237
2097	0.5431438532
2098	0.5430358201
2099	0.5430051962
2100	0.5429938789
2101	0.5429684456
2102	0.542839831
2103	0.5427982438
2104	0.5427391213
2105	0.5427036278
2106	0.5426739151
2107	0.542638307
2108	0.5425798301
2109	0.5425360388
2110	0.5424572307
2111	0.542365947
2112	0.5422673616
2113	0.5422376097
2114	0.5421921272
2115	0.5421371115
2116	0.5420843346
2117	0.5420168685
2118	0.5419944381
2119	0.5419833185
2120	0.5418661885
2121	0.5417782117
2122	0.5417315123
2123	0.5416507074
2124	0.5416189519
2125	0.541553615
2126	0.5415347031
2127	0.5415153891
2128	0.5414791376
2129	0.5414628019
2130	0.5414322759
2131	0.5413724677
2132	0.5412888059
2133	0.5412245177
2134	0.5411579768
2135	0.5411244386
2136	0.5411012683
2137	0.5410733682
2138	0.5410563332
2139	0.5410100926
2140	0.5409796194
2141	0.5409315441
2142	0.5408927645
2143	0.5408339545
2144	0.5408054958
2145	0.5407584367
2146	0.5407338648
2147	0.5407213186
2148	0.5407063451
2149	0.5406632448
2150	0.5406406044
2151	0.5406230665
2152	0.5405520629
2153	0.5405205856
2154	0.5404877103
2155	0.5404477314
2156	0.5404265539
2157	0.5403998148
2158	0.540376681
2159	0.5403577385
2160	0.5403416326
2161	0.5403047032
2162	0.5402870547
2163	0.5402625305
2164	0.5402284269
2165	0.5402032015
2166	0.5401298354
2167	0.5401035092
2168	0.5400887521
2169	0.540073649
2170	0.5400569454
2171	0.5400398252
2172	0.5400008999
2173	0.5399747597
2174	0.5399400167
2175	0.5399161673
2176	0.5398945648
2177	0.5398742342
2178	0.5398300154
2179	0.5397794215
2180	0.5397319568
2181	0.5397213279
2182	0.5397050178
2183	0.5396893426
2184	0.5396064026
2185	0.5395925534
2186	0.5395601267
2187	0.5395388415
2188	0.5394618512
2189	0.5394006312
2190	0.5393580956
2191	0.539310065
2192	0.5392975462
2193	0.5392725515
2194	0.5392469857
2195	0.5392115471
2196	0.5391428764
2197	0.5390726382
2198	0.5390172992
2199	0.5390019414
2200	0.5389381477
2201	0.5388558451
2202	0.5388448287
2203	0.538815894
2204	0.538784031
2205	0.5387378413
2206	0.5386480378
2207	0.5386199433
2208	0.5385477959
2209	0.5385090944
2210	0.5384866549
2211	0.5384656432
2212	0.5384272121
2213	0.5384079745
2214	0.5383623739
2215	0.5383060442
2216	0.538290245
2217	0.5382491997
2218	0.5382314432
2219	0.538162867
2220	0.5381462687
2221	0.5380977262
2222	0.5380600028
2223	0.5380095185
2224	0.5379826273
2225	0.5379139396
2226	0.537888551
2227	0.5378475605
2228	0.5377809928
2229	0.5377795564
2230	0.5377339295
2231	0.5376846478
2232	0.5376545972
2233	0.5375609574
2234	0.5374995791
2235	0.5374414229
2236	0.5374228437
2237	0.5373743418
2238	0.5373140854
2239	0.5372588628
2240	0.5372428548
2241	0.5372349151
2242	0.5372165528
2243	0.5371617235
2244	0.5371496089
2245	0.5371026113
2246	0.5370772102
2247	0.5370584039
2248	0.5370509072
2249	0.5369573896
2250	0.5368895489
2251	0.5368490595
2252	0.536760919
2253	0.5367093088
2254	0.5366391125
2255	0.5366010794
2256	0.5365756015
2257	0.5365227933
2258	0.536507852
2259	0.5364902163
2260	0.5364520369
2261	0.5363691658
2262	0.5362848265
2263	0.5362380413
2264	0.5361606869
2265	0.536123409
2266	0.5361057195
2267	0.5360697347
2268	0.5360170762
2269	0.5359536708
2270	0.5359015693
2271	0.5358565947
2272	0.5358031017
2273	0.5357256595
2274	0.5357037782
2275	0.5356329578
2276	0.5355496003
2277	0.5355164409
2278	0.53551429
2279	0.535430628
2280	0.5353749144
2281	0.5353255484
2282	0.5352752315
2283	0.5352265988
2284	0.5352139249
2285	0.535157411
2286	0.5351078926
2287	0.5350529901
2288	0.5350249485
2289	0.5349761878
2290	0.5349624068
2291	0.5349153651
2292	0.5347643102
2293	0.5347338782
2294	0.5346777266
2295	0.5346313481
2296	0.534594482
2297	0.5345148974
2298	0.5344671074
2299	0.5344488155
2300	0.534445445
2301	0.5343790862
2302	0.5343488016
2303	0.5342964654
2304	0.5342755167
2305	0.5342608227
2306	0.53424201
2307	0.5342122567
2308	0.5341916153
2309	0.5341565902
2310	0.5341016697
2311	0.5340773757
2312	0.5339967171
2313	0.533961512
2314	0.5339332567
2315	0.5339125567
2316	0.5338839004
2317	0.5338639292
2318	0.5338388195
2319	0.5337954942
2320	0.5337190638
2321	0.5336712456
2322	0.5336454808
2323	0.5336233504
2324	0.5335984658
2325	0.5335332765
2326	0.5334617057
2327	0.5334274561
2328	0.5334042394
2329	0.5332913077
2330	0.5332437137
2331	0.5331586049
2332	0.5331231363
2333	0.5330469645
2334	0.5329249983
2335	0.5328638017
2336	0.532799564
2337	0.5327637207
2338	0.5327369646
2339	0.5327045974
2340	0.5326895311
2341	0.5326853996
2342	0.5326419288
2343	0.5325954056
2344	0.5325696067
2345	0.5325454418
2346	0.5325281128
2347	0.5324693861
2348	0.532435295
2349	0.5323786917
2350	0.5323266478
2351	0.5322871387
2352	0.5322459066
2353	0.5322314157
2354	0.5322142428
2355	0.5321651964
2356	0.5321501113
2357	0.5321298071
2358	0.5320856081
2359	0.5320670044
2360	0.5320347008
2361	0.5319886533
2362	0.5319766669
2363	0.5319346028
2364	0.5318623235
2365	0.5318468774
2366	0.531829133
2367	0.5317508682
2368	0.5316980793
2369	0.5316332283
2370	0.5315621829
2371	0.531453418
2372	0.5314206504
2373	0.5314004549
2374	0.5313707571
2375	0.5313669842
2376	0.5312998109
2377	0.5312443102
2378	0.5312112883
2379	0.5311762871
2380	0.5311577431
2381	0.5310944723
2382	0.5310602746
2383	0.531042277
2384	0.5309898506
2385	0.530942664
2386	0.530920253
2387	0.530893297
2388	0.5308819204
2389	0.5308683389
2390	0.5308240659
2391	0.5307602505
2392	0.5307124744
2393	0.5306804969
2394	0.5306574872
2395	0.530644202
2396	0.5306274538
2397	0.5305444755
2398	0.5305108486
2399	0.5304890546
2400	0.53045797
2401	0.5304023403
2402	0.5303619836
2403	0.5303098345
2404	0.5302919804
2405	0.5302795998
2406	0.530268619
2407	0.5302470295
2408	0.5302103389
2409	0.5301247489
2410	0.5300857584
2411	0.5300684647
2412	0.5300191479
2413	0.5299991208
2414	0.52998181
2415	0.5299566588
2416	0.5299026044
2417	0.5298535249
2418	0.5297967957
2419	0.5297600323
2420	0.5297319359
2421	0.5297054982
2422	0.529664106
2423	0.5296415299
2424	0.5296172738
2425	0.5295844996
2426	0.5295480755
2427	0.5294759828
2428	0.5294480111
2429	0.5294255134
2430	0.5293992455
2431	0.5293066282
2432	0.5292886344
2433	0.5292239235
2434	0.529189997
2435	0.5291665733
2436	0.5291356172
2437	0.5291325767
2438	0.5290583081
2439	0.5290468915
2440	0.5290039353
2441	0.5289851447
2442	0.5289651558
2443	0.5289411182
2444	0.5288972889
2445	0.5288768838
2446	0.5288512136
2447	0.5288132069
2448	0.5287385331
2449	0.528662419
2450	0.5286469548
2451	0.5286077157
2452	0.52858879
2453	0.5285448504
2454	0.5285038121
2455	0.5284117221
2456	0.5283538617
2457	0.5283339605
2458	0.5283324488
2459	0.5282648978
2460	0.5282244947
2461	0.5282007084
2462	0.5281537447
2463	0.5281528093
2464	0.528113763
2465	0.5280749512
2466	0.5280345526
2467	0.5280124939
2468	0.5279732839
2469	0.5279234853
2470	0.5279134859
2471	0.5278429013
2472	0.5277891331
2473	0.5277403858
2474	0.5277159234
2475	0.5276624987
2476	0.527643143
2477	0.5276000152
2478	0.5275272566
2479	0.5275053552
2480	0.527472379
2481	0.5274437965
2482	0.527353268
2483	0.5273187401
2484	0.527283033
2485	0.5272449197
2486	0.5271817162
2487	0.5271404151
2488	0.5271014985
2489	0.5270399632
2490	0.5270163731
2491	0.5269130315
2492	0.5268704151
2493	0.5268605989
2494	0.526841667
2495	0.5267925078
2496	0.5267445736
2497	0.52670321
2498	0.5266850631
2499	0.5265994638
2500	0.5265691044
2501	0.5265351014
2502	0.5265064307
2503	0.5264799709
2504	0.5264494983
2505	0.5264108286
2506	0.5263852029
2507	0.5263234725
2508	0.526291639
2509	0.5262454235
2510	0.5262122796
2511	0.5261804004
2512	0.5261520786
2513	0.5261254035
2514	0.5260853496
2515	0.5260597187
2516	0.5260116656
2517	0.5259786266
2518	0.5259176947
2519	0.5258966784
2520	0.5258490809
2521	0.5257409808
2522	0.5256872341
2523	0.5256728598
2524	0.5256294127
2525	0.5256160614
2526	0.5255142847
2527	0.5254989344
2528	0.5254384059
2529	0.5253821016
2530	0.5253427314
2531	0.5253075683
2532	0.5252972982
2533	0.5252569872
2534	0.525218868
2535	0.525198999
2536	0.5251862086
2537	0.5251489047
2538	0.5251219172
2539	0.5250256467
2540	0.5250069182
2541	0.5249861211
2542	0.5249578437
2543	0.5249219891
2544	0.5248987314
2545	0.524857212
2546	0.5248294569
2547	0.5248150267
2548	0.5247956402
2549	0.5247048695
2550	0.5246392179
2551	0.524608394
2552	0.5245621954
2553	0.5245302463
2554	0.5245156891
2555	0.5244902473
2556	0.524489519
2557	0.5244567577
2558	0.5244440813
2559	0.5244245298
2560	0.5243790776
2561	0.5242871895
2562	0.5242574148
2563	0.5242171678
2564	0.5241640525
2565	0.5241090223
2566	0.5240763687
2567	0.5240579429
2568	0.5240451906
2569	0.5240105238
2570	0.523972771
2571	0.5239396161
2572	0.5239040563
2573	0.5238765027
2574	0.5238491047
2575	0.5238397549
2576	0.5238277115
2577	0.5237570567
2578	0.5237382849
2579	0.5236917155
2580	0.523682923
2581	0.5236609829
2582	0.5236281271
2583	0.5235817224
2584	0.5235612852
2585	0.5235571017
2586	0.5235254243
2587	0.523475524
2588	0.5234225358
2589	0.523379964
2590	0.5233523784
2591	0.5232961423
2592	0.523268304
2593	0.5232437358
2594	0.523168842
2595	0.5231311014
2596	0.5231106044
2597	0.5230796067
2598	0.5230756741
2599	0.5230522494
2600	0.5230193894
2601	0.5230054638
2602	0.5229970998
2603	0.5229629156
2604	0.522943523
2605	0.5229203905
2606	0.522879672
2607	0.5228506416
2608	0.5228316788
2609	0.5228202525
2610	0.522811142
2611	0.5227587523
2612	0.522669075
2613	0.522641662
2614	0.5226075396
2615	0.5225629002
2616	0.5225364306
2617	0.5225169004
2618	0.5224835365
2619	0.5224337446
2620	0.5224024471
2621	0.5223913193
2622	0.5223611
2623	0.5223431488
2624	0.5223242888
2625	0.522286049
2626	0.5222610371
2627	0.5222448153
2628	0.5222331394
2629	0.5222022617
2630	0.5221502266
2631	0.5221128575
2632	0.5220655638
2633	0.5220261923
2634	0.5219747976
2635	0.5219313535
2636	0.5218984614
2637	0.521880748
2638	0.5218653944
2639	0.5218473661
2640	0.5218270842
2641	0.521758198
2642	0.5217403519
2643	0.5217193546
2644	0.5216887769
2645	0.5216616309
2646	0.521654011
2647	0.5216331637
2648	0.5216060351
2649	0.5215898423
2650	0.5215703829
2651	0.5215053912
2652	0.5214628979
2653	0.5214250855
2654	0.5213150266
2655	0.5213021324
2656	0.5212586249
2657	0.5212458391
2658	0.5212311212
2659	0.5212011628
2660	0.5211710992
2661	0.5211508201
2662	0.5211302806
2663	0.5211158135
2664	0.5210875578
2665	0.5210739913
2666	0.5210728521
2667	0.5210359523
2668	0.5209975745
2669	0.5209730693
2670	0.5209457078
2671	0.5209446681
2672	0.5208493356
2673	0.5207690483
2674	0.5207285502
2675	0.5207207822
2676	0.5207025139
2677	0.5206839825
2678	0.5206732031
2679	0.5206704656
2680	0.5206319069
2681	0.5205892471
2682	0.5205717297
2683	0.520536316
2684	0.5205104388
2685	0.5205100065
2686	0.5204949241
2687	0.520407027
2688	0.520398487
2689	0.5203487455
2690	0.5203071984
2691	0.5202693354
2692	0.5202611818
2693	0.5202332828
2694	0.5201792203
2695	0.5201538115
2696	0.5201242846
2697	0.520077977
2698	0.519982704
2699	0.5199647346
2700	0.5199410146
2701	0.5198898157
2702	0.5198534486
2703	0.5198389561
2704	0.5198169504
2705	0.5197970259
2706	0.5197674708
2707	0.5197494211
2708	0.5197062645
2709	0.5196826617
2710	0.5196401324
2711	0.5195857949
2712	0.5195514951
2713	0.5195227211
2714	0.5194931628
2715	0.5194545795
2716	0.5194433614
2717	0.5194391978
2718	0.5194068944
2719	0.5193791903
2720	0.5193429663
2721	0.5193219947
2722	0.5192917982
2723	0.5192544633
2724	0.5192323231
2725	0.5192135995
2726	0.5192105898
2727	0.519182752
2728	0.5191160575
2729	0.5190812503
2730	0.5190574295
2731	0.5190360128
2732	0.5190088851
2733	0.5189800682
2734	0.5189748276
2735	0.5189212121
2736	0.5188938358
2737	0.5187916088
2738	0.5187499528
2739	0.5186594819
2740	0.5186347516
2741	0.5185911085
2742	0.5185726083
2743	0.5185492399
2744	0.5185225189
2745	0.5184886145
2746	0.5184728162
2747	0.5184479997
2748	0.5184317224
2749	0.5183980984
2750	0.5183766642
2751	0.5183211345
2752	0.5182830228
2753	0.5182498482
2754	0.518219409
2755	0.5182038555
2756	0.518169415
2757	0.518094798
2758	0.5180766144
2759	0.5180619772
2760	0.5180382969
2761	0.5180251598
2762	0.5179848861
2763	0.5179696952
2764	0.5178480045
2765	0.5177974379
2766	0.5177556614
2767	0.5177328448
2768	0.5177142408
2769	0.5176639766
2770	0.5176290003
2771	0.517595482
2772	0.5175818631
2773	0.5175702342
2774	0.5175382913
2775	0.5174711144
2776	0.5174514849
2777	0.5174341008
2778	0.5173909715
2779	0.5173602962
2780	0.5173369838
2781	0.5173195386
2782	0.5172944925
2783	0.5172684273
2784	0.5172543059
2785	0.5172054291
2786	0.5171839304
2787	0.5171638934
2788	0.5171522221
2789	0.5171311756
2790	0.5171120834
2791	0.5170984778
2792	0.5170686616
2793	0.5170381033
2794	0.5170026936
2795	0.5169790147
2796	0.5169624984
2797	0.5169509495
2798	0.5169287784
2799	0.5168796572
2800	0.5168638804
2801	0.5168419702
2802	0.5167924863
2803	0.5167410611
2804	0.516703605
2805	0.5166955886
2806	0.5166526173
2807	0.5166131533
2808	0.5165799039
2809	0.5165635675
2810	0.5165410752
2811	0.516494968
2812	0.5164906991
2813	0.5164535313
2814	0.5164038557
2815	0.5163835159
2816	0.5163602353
2817	0.5163317917
2818	0.5163168037
2819	0.5162937254
2820	0.5162851802
2821	0.5162754376
2822	0.5162179731
2823	0.5162061883
2824	0.5161495746
2825	0.5161414829
2826	0.5161173385
2827	0.516073641
2828	0.5160300861
2829	0.516007898
2830	0.5159983581
2831	0.515979919
2832	0.5159753766
2833	0.5159527698
2834	0.5159106434
2835	0.5158924873
2836	0.5158663413
2837	0.515854651
2838	0.5158416684
2839	0.5158227291
2840	0.5158037243
2841	0.5157862324
2842	0.515760433
2843	0.5157364455
2844	0.5157095724
2845	0.5156934592
2846	0.5156623871
2847	0.5156422514
2848	0.5156180592
2849	0.5156071427
2850	0.5155990256
2851	0.515585152
2852	0.5155760817
2853	0.515554815
2854	0.5155288141
2855	0.5155167217
2856	0.5155048364
2857	0.515480098
2858	0.515459857
2859	0.5153825106
2860	0.5153362924
2861	0.5153159451
2862	0.5153033496
2863	0.5152788425
2864	0.5152491838
2865	0.5152297073
2866	0.515205872
2867	0.5151835432
2868	0.5151730565
2869	0.5151653464
2870	0.5151495619
2871	0.5151281581
2872	0.5151179802
2873	0.5151021289
2874	0.5150878827
2875	0.5150521626
2876	0.5150216556
2877	0.5149942653
2878	0.514985161
2879	0.5149288533
2880	0.5149058961
2881	0.514900247
2882	0.5148951573
2883	0.5148468179
2884	0.5148403446
2885	0.514824639
2886	0.5147685846
2887	0.5147324636
2888	0.5147064401
2889	0.514697843
2890	0.5146766811
2891	0.5146424512
2892	0.5146275128
2893	0.5146160909
2894	0.514586275
2895	0.5145688646
2896	0.5145517819
2897	0.5145416494
2898	0.5145263023
2899	0.5144904341
2900	0.5144600384
2901	0.5144144399
2902	0.5143993685
2903	0.5143726994
2904	0.5143538515
2905	0.5143266312
2906	0.5143129364
2907	0.5142811789
2908	0.5142739309
2909	0.5142298196
2910	0.5141996456
2911	0.5141871118
2912	0.5141720244
2913	0.5141557056
2914	0.5140435687
2915	0.5140311013
2916	0.5139961817
2917	0.5139786658
2918	0.5139485063
2919	0.513940963
2920	0.5138911548
2921	0.5138796642
2922	0.5138683262
2923	0.5138270926
2924	0.5138043226
2925	0.5137760068
2926	0.5137687555
2927	0.5137431023
2928	0.5137226658
2929	0.5137004223
2930	0.5136902081
2931	0.513667055
