iter	RMSE
358	0.7275661233
359	0.7273367917
360	0.7270834816
361	0.7268835283
362	0.7264855132
363	0.726350448
364	0.726084206
365	0.7257834849
366	0.7255994026
367	0.7253520799
368	0.7245977445
369	0.7243712227
370	0.7242246644
371	0.7235438588
372	0.723412311
373	0.7230478857
374	0.7228608045
375	0.7222893441
376	0.7220044647
377	0.7213162228
378	0.7211206166
379	0.7208715136
380	0.7204125468
381	0.7201280074
382	0.7198020836
383	0.7196536141
384	0.7193557287
385	0.7189707404
386	0.7186923997
387	0.7185624034
388	0.7183210443
389	0.7178331746
390	0.7175192933
391	0.7173765738
392	0.7167339503
393	0.7166191617
394	0.7162343793
395	0.7157030297
396	0.7155765001
397	0.7154048853
398	0.7151663717
399	0.7149766483
400	0.7146461907
401	0.7143427944
402	0.7140336476
403	0.7138821519
404	0.7137057443
405	0.7134693254
406	0.7132837823
407	0.7131302193
408	0.7129371804
409	0.7126711218
410	0.7123073521
411	0.7121799543
412	0.7119136788
413	0.7118016969
414	0.7115221457
415	0.7113195157
416	0.7111147911
417	0.7108791391
418	0.710534499
419	0.7103955704
420	0.7099063199
421	0.7097707942
422	0.7096559089
423	0.7094827291
424	0.7093376907
425	0.7088741583
426	0.7086703787
427	0.7084612373
428	0.7082609644
429	0.7079695267
430	0.7076063595
431	0.7074120294
432	0.707244221
433	0.7070748267
434	0.706644032
435	0.7063808279
436	0.7062311087
437	0.7059869414
438	0.705747589
439	0.7054762095
440	0.7053044649
441	0.7047153733
442	0.7042899219
443	0.7040231762
444	0.7034710735
445	0.7032860302
446	0.7030216225
447	0.7028659319
448	0.7025472728
449	0.702333593
450	0.7021374491
451	0.7020033423
452	0.7016081541
453	0.7010947065
454	0.7008817091
455	0.7007705196
456	0.7006484775
457	0.7003221342
458	0.7002033407
459	0.7000248051
460	0.6997823104
461	0.6994987248
462	0.6991204811
463	0.6988337166
464	0.698683685
465	0.6983640702
466	0.6982161147
467	0.6980054817
468	0.6979350566
469	0.6975124498
470	0.6974007942
471	0.6971682008
472	0.6969871248
473	0.6965618976
474	0.6964570852
475	0.6963244598
476	0.6960031614
477	0.6958034339
478	0.6955987573
479	0.695303895
480	0.695057276
481	0.6948371952
482	0.6946437376
483	0.6945324846
484	0.6942526127
485	0.6939795236
486	0.6937160308
487	0.6936435713
488	0.6932801506
489	0.6931239606
490	0.6929814548
491	0.69284022
492	0.6924676083
493	0.692200314
494	0.6920833739
495	0.6919837083
496	0.6918343093
497	0.6915916923
498	0.691481547
499	0.6910978653
500	0.6906854919
501	0.6904842469
502	0.6903858701
503	0.6902775177
504	0.690098908
505	0.6899858233
506	0.6897768366
507	0.6893896922
508	0.6891388467
509	0.6889864902
510	0.688756261
511	0.6884818675
512	0.6882836593
513	0.6880449482
514	0.6879549839
515	0.687774221
516	0.6875635137
517	0.6874171627
518	0.6873150716
519	0.6869204293
520	0.6866974305
521	0.6863297041
522	0.6861066719
523	0.686008073
524	0.6858822392
525	0.6857954251
526	0.685641393
527	0.6853736209
528	0.6852731056
529	0.6851711136
530	0.6850832645
531	0.6849637688
532	0.6846461349
533	0.6845274672
534	0.6842755342
535	0.6840881609
536	0.6838813636
537	0.6835200768
538	0.6832986418
539	0.6831781644
540	0.6829622769
541	0.682866755
542	0.6827716022
543	0.682585738
544	0.6824974042
545	0.6822978003
546	0.6819383278
547	0.6817293684
548	0.6815499571
549	0.6814499757
550	0.6813439219
551	0.6812153504
552	0.6809215996
553	0.6805851904
554	0.680497035
555	0.6803152499
556	0.680141609
557	0.6800326118
558	0.6798345078
559	0.6797155327
560	0.6795963602
561	0.6793699098
562	0.6791772045
563	0.678966728
564	0.6786503817
565	0.6784712506
566	0.678175223
567	0.6780346035
568	0.6777933025
569	0.6775122301
570	0.6774133309
571	0.6773083343
572	0.6770348757
573	0.6769566032
574	0.6766917857
575	0.6765227619
576	0.6764382684
577	0.6759523936
578	0.6756263881
579	0.6754288558
580	0.6752613067
581	0.6750702135
582	0.6748304208
583	0.6746425709
584	0.6745267531
585	0.6744032018
586	0.674142197
587	0.6740253628
588	0.6738069971
589	0.673596546
590	0.6733157737
591	0.6730648713
592	0.6729550136
593	0.6728655307
594	0.6727312426
595	0.6725129189
596	0.672335719
597	0.6721971201
598	0.6719922594
599	0.6718802065
600	0.6716372281
601	0.6715395749
602	0.6713808426
603	0.6712889084
604	0.6712330814
605	0.670910065
606	0.6708029058
607	0.6706296382
608	0.6704598988
609	0.6702996805
610	0.6701962614
611	0.6700964975
612	0.6697903706
613	0.6697095833
614	0.6692060663
615	0.6691067833
616	0.6690213629
617	0.6689458065
618	0.6687646088
619	0.6686500942
620	0.6684631521
621	0.6682230681
622	0.6679385232
623	0.667771113
624	0.6675872431
625	0.6674431093
626	0.6672073489
627	0.6670877122
628	0.6668764701
629	0.6667161057
630	0.6665465984
631	0.6664565659
632	0.6662810538
633	0.6662119813
634	0.6660771059
635	0.6659260338
636	0.6656901417
637	0.6654547288
638	0.6652862032
639	0.6650965158
640	0.6649508487
641	0.6647789286
642	0.6646406685
643	0.6645542131
644	0.664331652
645	0.6642661002
646	0.6640575378
647	0.6639005313
648	0.6637373493
649	0.6636455179
650	0.6635086607
651	0.6631711825
652	0.662964628
653	0.6628912807
654	0.6626596518
655	0.6625095367
656	0.6623883814
657	0.6623184016
658	0.6622277753
659	0.6620438387
660	0.6618849917
661	0.6616848768
662	0.6616088466
663	0.6614647246
664	0.6613189209
665	0.6611577718
666	0.6607126537
667	0.6605016289
668	0.6603351357
669	0.6601785093
670	0.6599891091
671	0.6598205093
672	0.6597468111
673	0.6596200587
674	0.6595011223
675	0.6592977171
676	0.658883437
677	0.6587376618
678	0.6584433036
679	0.6582827427
680	0.6581761041
681	0.6580368749
682	0.6579103747
683	0.6578144977
684	0.6576751477
685	0.6575222956
686	0.6573612777
687	0.6572333156
688	0.6570929029
689	0.6569334599
690	0.6567939227
691	0.6566101914
692	0.6562155433
693	0.6560338867
694	0.6559477798
695	0.6558305304
696	0.655683412
697	0.6555745278
698	0.6554357747
699	0.6552944023
700	0.6550384048
701	0.6549164908
702	0.6547395016
703	0.6546215758
704	0.6545375191
705	0.6544467382
706	0.6542629409
707	0.6541861064
708	0.6538162112
709	0.653739707
710	0.6536653587
711	0.6534966173
712	0.653410166
713	0.6533287524
714	0.6531994849
715	0.6531402743
716	0.6529168984
717	0.6527202863
718	0.6524702862
719	0.6524189018
720	0.6522271857
721	0.6521481653
722	0.6520569457
723	0.6517426771
724	0.6515549295
725	0.6514824905
726	0.6513644567
727	0.651211103
728	0.6510717428
729	0.6508782017
730	0.6506421154
731	0.6505610303
732	0.6504625498
733	0.6502511404
734	0.650123948
735	0.6500185999
736	0.649729411
737	0.6495609253
738	0.6494875764
739	0.6492593843
740	0.6491366769
741	0.6489072049
742	0.6488213144
743	0.6485584612
744	0.6482961547
745	0.6481346598
746	0.6480082838
747	0.6476909134
748	0.647447058
749	0.6471556067
750	0.6467627261
751	0.6466141486
752	0.6465715768
753	0.6461813767
754	0.6459398964
755	0.6458837179
756	0.645451258
757	0.645346271
758	0.6450004301
759	0.6449614733
760	0.6447693865
761	0.6446649443
762	0.6445737498
763	0.6441067355
764	0.6438569489
765	0.6436353841
766	0.6433046953
767	0.6431766265
768	0.6430587138
769	0.6429319919
770	0.6427662577
771	0.6426223868
772	0.6424443346
773	0.6422767269
774	0.6421501502
775	0.642084232
776	0.6419220133
777	0.641828247
778	0.6416800475
779	0.6415754907
780	0.6414303609
781	0.6411965514
782	0.6410931947
783	0.6409672766
784	0.6407197013
785	0.640462176
786	0.6403089223
787	0.6402056039
788	0.6399095859
789	0.6397733197
790	0.6395862261
791	0.6394212367
792	0.6392866963
793	0.639045928
794	0.6389484291
795	0.6387979894
796	0.6386103314
797	0.6385243122
798	0.6383236665
799	0.6381298755
800	0.6380757098
801	0.6379059452
802	0.6377617326
803	0.6377060459
804	0.6375037212
805	0.6373384613
806	0.6372341349
807	0.6370957582
808	0.6370380109
809	0.636958519
810	0.6369044343
811	0.6368551121
812	0.6367140136
813	0.6365556083
814	0.6364601064
815	0.6362523559
816	0.6361341516
817	0.6360538357
818	0.63590051
819	0.6357742636
820	0.6357051997
821	0.635555478
822	0.6353720431
823	0.6351696391
824	0.6349574491
825	0.6345643463
826	0.6344883818
827	0.6342107393
828	0.6340701077
829	0.6338769265
830	0.6337089504
831	0.6336059956
832	0.633560011
833	0.6332164302
834	0.6331444542
835	0.6328208449
836	0.6326677013
837	0.6326090181
838	0.6325093786
839	0.632277723
840	0.6321563987
841	0.6320590086
842	0.631883251
843	0.6317267638
844	0.631617941
845	0.6314959716
846	0.6314225462
847	0.6311307172
848	0.6309463793
849	0.6307112327
850	0.6306455738
851	0.6304808936
852	0.6303350737
853	0.630186015
854	0.6299950269
855	0.6298437113
856	0.6297670308
857	0.6294256002
858	0.6293618962
859	0.6292896476
860	0.6289878495
861	0.6287800328
862	0.6284698763
863	0.6283888439
864	0.6283234615
865	0.6281349439
866	0.6280210433
867	0.6278302012
868	0.6276454729
869	0.6275724544
870	0.6274247388
871	0.627153328
872	0.626911919
873	0.6268916792
874	0.6268727225
875	0.6266292739
876	0.6263809047
877	0.6263601425
878	0.6262460181
879	0.626016694
880	0.6260040098
881	0.6259125487
882	0.6258515804
883	0.6257505063
884	0.6257285235
885	0.6256862447
886	0.625667147
887	0.6254939891
888	0.6254316798
889	0.6253626821
890	0.6252343741
891	0.6251597726
892	0.6250417323
893	0.6250057547
894	0.6249414761
895	0.6248212281
896	0.6247544143
897	0.624743231
898	0.6246588949
899	0.6244476263
900	0.6243799434
901	0.6243244292
902	0.6239761426
903	0.6238135171
904	0.6237999073
905	0.6235013149
906	0.623387452
907	0.6232602697
908	0.6232470503
909	0.6230503386
910	0.6229863713
911	0.6228813375
912	0.6227337711
913	0.6226366766
914	0.6225870496
915	0.622507952
916	0.6223457616
917	0.6222201459
918	0.6220677479
919	0.6219834355
920	0.6219047746
921	0.6218239122
922	0.6215972497
923	0.6215018758
924	0.6213847412
925	0.6212906061
926	0.6210724153
927	0.6210388747
928	0.62102404
929	0.621009889
930	0.6209067088
931	0.6208150649
932	0.6207431521
933	0.6206848443
934	0.6206291228
935	0.6206139213
936	0.6205500585
937	0.6205189273
938	0.6203483171
939	0.6202573895
940	0.6201526875
941	0.6200228586
942	0.6199719859
943	0.6199210367
944	0.6199141918
945	0.6199023054
946	0.6197648625
947	0.6195981573
948	0.6195890059
949	0.6195373508
950	0.6194884445
951	0.6193863113
952	0.6192802913
953	0.6191661073
954	0.6190100788
955	0.618932391
956	0.6187858807
957	0.6185610585
958	0.6184794024
959	0.618348877
960	0.6182563045
961	0.6181071428
962	0.6180910525
963	0.6177611826
964	0.6176113399
965	0.6175354648
966	0.6174548538
967	0.6171949354
968	0.6170942003
969	0.6170432109
970	0.6169765309
971	0.6168192136
972	0.6168128667
973	0.616577545
974	0.6165069035
975	0.6164231335
976	0.6162937739
977	0.616143427
978	0.6160409524
979	0.616002648
980	0.6158765113
981	0.6158015678
982	0.6157003975
983	0.6156365228
984	0.6155816043
985	0.6154278883
986	0.6153213456
987	0.6151597031
988	0.6151119733
989	0.6149531487
990	0.6147843887
991	0.6147113486
992	0.6146121992
993	0.6145789961
994	0.6144604015
995	0.6144009191
996	0.6142254127
997	0.614087443
998	0.6140442093
999	0.613760654
1000	0.6137008491
1001	0.6136009108
1002	0.6135067936
1003	0.6134194632
1004	0.6132894873
1005	0.6131807732
1006	0.6130814394
1007	0.6129946284
1008	0.6127817591
1009	0.612774255
1010	0.612716946
1011	0.6126619388
1012	0.6124202481
1013	0.6123533519
1014	0.6122656528
1015	0.6122364742
1016	0.612152366
1017	0.6121141574
1018	0.6120536476
1019	0.6119710268
1020	0.6118692204
1021	0.6117834891
1022	0.611704804
1023	0.6116360389
1024	0.6115415608
1025	0.6114629467
1026	0.61135124
1027	0.6112636438
1028	0.6111269358
1029	0.6110596329
1030	0.6109224777
1031	0.6108930834
1032	0.6108255562
1033	0.6108107546
1034	0.6106477282
1035	0.6105808296
1036	0.6105293225
1037	0.6105026224
1038	0.6103128547
1039	0.610268326
1040	0.6101669783
1041	0.6100824692
1042	0.6099967316
1043	0.6099253306
1044	0.609780441
1045	0.6096175706
1046	0.6095435536
1047	0.6094675406
1048	0.6093738907
1049	0.6092008943
1050	0.6091063559
1051	0.6090372903
1052	0.6089649199
1053	0.6088691814
1054	0.6088635182
1055	0.6087835259
1056	0.6086724747
1057	0.6085568628
1058	0.6085186008
1059	0.6084427576
1060	0.608409317
1061	0.6083406642
1062	0.6082754479
1063	0.6082334398
1064	0.6081308776
1065	0.6080402539
1066	0.6079945365
1067	0.6079322134
1068	0.6078706642
1069	0.6077862855
1070	0.6076656646
1071	0.6076242008
1072	0.6075681164
1073	0.6074789155
1074	0.6074164971
1075	0.6072520485
1076	0.6071601903
1077	0.6070783546
1078	0.6070318356
1079	0.6069546431
1080	0.6068867066
1081	0.6068439205
1082	0.6068303422
1083	0.6066432517
1084	0.6066259694
1085	0.6065691105
1086	0.6064841367
1087	0.606437338
1088	0.6063583713
1089	0.6062734565
1090	0.6061268208
1091	0.6060872552
1092	0.6060820076
1093	0.6060520638
1094	0.6060190743
1095	0.6059174363
1096	0.605828161
1097	0.6057204821
1098	0.6055733417
1099	0.6055156454
1100	0.6054387327
1101	0.6054048634
1102	0.6053647901
1103	0.6053507027
1104	0.6052488522
1105	0.6051749178
1106	0.6051132786
1107	0.6049197315
1108	0.6046167674
1109	0.6043889808
1110	0.6043102286
1111	0.604241343
1112	0.604173656
1113	0.6041000917
1114	0.6040654044
1115	0.6040322489
1116	0.6039844116
1117	0.6038181327
1118	0.6037534553
1119	0.6036923498
1120	0.6036470446
1121	0.6035919671
1122	0.6035217226
1123	0.6034424469
1124	0.6032297425
1125	0.6031587374
1126	0.6029710957
1127	0.6028450754
1128	0.602775015
1129	0.6027164228
1130	0.6026801084
1131	0.6025976489
1132	0.6024320882
1133	0.6023351749
1134	0.6022280642
1135	0.6021834298
1136	0.6020854537
1137	0.6018155547
1138	0.6016644371
1139	0.601563014
1140	0.6014157929
1141	0.6013504591
1142	0.6013074435
1143	0.6011182795
1144	0.6010471385
1145	0.600985235
1146	0.600964276
1147	0.6009271991
1148	0.6008690309
1149	0.6008335158
1150	0.6007546515
1151	0.6006984993
1152	0.6006189312
1153	0.6005235447
1154	0.6004896039
1155	0.6004560639
1156	0.600291267
1157	0.6002001009
1158	0.6000906088
1159	0.6000204605
1160	0.5999678902
1161	0.5997687769
1162	0.5996991716
1163	0.5996414828
1164	0.5995776664
1165	0.5995688037
1166	0.5994748244
1167	0.5994481606
1168	0.5993910329
1169	0.5991381588
1170	0.5990528274
1171	0.5989880392
1172	0.5989348675
1173	0.5988870448
1174	0.598597771
1175	0.5983347186
1176	0.5982447077
1177	0.5981696965
1178	0.5981352601
1179	0.5980685519
1180	0.59798389
1181	0.5979392475
1182	0.5979186664
1183	0.5978320597
1184	0.5976769642
1185	0.5976463668
1186	0.5975621579
1187	0.5973294669
1188	0.5973084507
1189	0.5972790165
1190	0.5972152108
1191	0.5971660422
1192	0.5971157821
1193	0.5968693767
1194	0.5968472335
1195	0.5968152156
1196	0.5967743879
1197	0.5967354047
1198	0.5965510882
1199	0.5964917274
1200	0.5964729785
1201	0.5964214465
1202	0.5964013725
1203	0.5963829677
1204	0.5963336769
1205	0.5962919174
1206	0.5962081569
1207	0.5961692114
1208	0.5961589367
1209	0.5960974182
1210	0.5960419556
1211	0.595981767
1212	0.5959357179
1213	0.5959073666
1214	0.5958577379
1215	0.5956157446
1216	0.5955712124
1217	0.5954213314
1218	0.5951929482
1219	0.5949839549
1220	0.594868865
1221	0.5946551757
1222	0.5945246976
1223	0.5944359518
1224	0.5943725993
1225	0.5942779342
1226	0.5941997672
1227	0.5940610516
1228	0.5940179454
1229	0.593969588
1230	0.5939654367
1231	0.5937691753
1232	0.5936159718
1233	0.5935795701
1234	0.5935141812
1235	0.5934487859
1236	0.5934129823
1237	0.5933625418
1238	0.593263548
1239	0.5932260882
1240	0.5929920158
1241	0.592921691
1242	0.5928308989
1243	0.5927934256
1244	0.592750096
1245	0.5925352768
1246	0.5924980416
1247	0.5924649759
1248	0.5923738756
1249	0.5923185646
1250	0.5922704616
1251	0.5920764072
1252	0.5920310556
1253	0.5919652973
1254	0.5918085055
1255	0.5917773695
1256	0.591727214
1257	0.5917197774
1258	0.5915763599
1259	0.591503387
1260	0.5913663558
1261	0.5913440741
1262	0.591277941
1263	0.5912515789
1264	0.591135796
1265	0.5910493785
1266	0.5909938018
1267	0.5909744051
1268	0.5908762983
1269	0.5908033204
1270	0.5908030907
1271	0.5907804038
1272	0.5907264844
1273	0.5906592948
1274	0.5905353722
1275	0.5903420068
1276	0.5902776409
1277	0.5902251532
1278	0.5901854067
1279	0.5901285233
1280	0.5900963863
1281	0.5900606684
1282	0.5899317386
1283	0.5898917628
1284	0.5897192116
1285	0.5896875983
1286	0.5896250349
1287	0.5895478784
1288	0.5894208658
1289	0.5893940432
1290	0.5893160593
1291	0.5892587731
1292	0.589232827
1293	0.5892217576
1294	0.589192113
1295	0.5889937402
1296	0.5889334308
1297	0.5888004436
1298	0.588768856
1299	0.5886878867
1300	0.5886356113
1301	0.5886354947
1302	0.5885906155
1303	0.5885516111
1304	0.5884931074
1305	0.588419625
1306	0.5883508579
1307	0.5881800454
1308	0.5880483239
1309	0.5879254282
1310	0.5878019006
1311	0.5878016832
1312	0.5877461564
1313	0.587664357
1314	0.5876378321
1315	0.5875641641
1316	0.5875119222
1317	0.5874795061
1318	0.5873954596
1319	0.5873529196
1320	0.5872739297
1321	0.5872304092
1322	0.5871061556
1323	0.5870788589
1324	0.5870548041
1325	0.5869600915
1326	0.5869318674
1327	0.5868940413
1328	0.5868431501
1329	0.5867760034
1330	0.586718491
1331	0.5866014672
1332	0.5865387038
1333	0.5864564515
1334	0.5864226146
1335	0.5863818257
1336	0.586223008
1337	0.5861405434
1338	0.5861068675
1339	0.5860567254
1340	0.585946986
1341	0.5859105414
1342	0.5857531332
1343	0.5857055403
1344	0.5855868488
1345	0.5855454348
1346	0.5854979704
1347	0.5854658005
1348	0.5853797327
1349	0.5853274784
1350	0.5853004748
1351	0.5852790234
1352	0.5852148752
1353	0.5851050986
1354	0.5851024477
1355	0.5850280908
1356	0.5850279928
1357	0.5849532697
1358	0.5849395576
1359	0.584924672
1360	0.5848492644
1361	0.5848042504
1362	0.5846934621
1363	0.5846278089
1364	0.584512467
1365	0.58445592
1366	0.5843966675
1367	0.5843702742
1368	0.5843107308
1369	0.5842720838
1370	0.5841894113
1371	0.5841146612
1372	0.5840591612
1373	0.5840308122
1374	0.5839921317
1375	0.5838194409
1376	0.5837660609
1377	0.5837221651
1378	0.583668845
1379	0.5835582426
1380	0.5833972524
1381	0.5833346476
1382	0.5832899685
1383	0.5832619798
1384	0.5831066128
1385	0.5830614279
1386	0.5829576466
1387	0.5828876934
1388	0.5828113167
1389	0.5827408646
1390	0.5826684362
1391	0.5826677896
1392	0.5825150022
1393	0.5824354307
1394	0.5823781224
1395	0.5823368827
1396	0.5822526874
1397	0.5822105374
1398	0.5820698535
1399	0.5820207342
1400	0.5819079209
1401	0.581800986
1402	0.5816989618
1403	0.5816557123
1404	0.5816163921
1405	0.5816089784
1406	0.5815622892
1407	0.5815355504
1408	0.5815354736
1409	0.5813725787
1410	0.5813307902
1411	0.5812530004
1412	0.5811978604
1413	0.5811583229
1414	0.5810511607
1415	0.5809473011
1416	0.5808207907
1417	0.5807136101
1418	0.5806692781
1419	0.5805838935
1420	0.5804443757
1421	0.5803998659
1422	0.5803410178
1423	0.5802946031
1424	0.5802363699
1425	0.5801850577
1426	0.5801439525
1427	0.5800715259
1428	0.5800247961
1429	0.5798865944
1430	0.579839771
1431	0.5798162911
1432	0.5797830995
1433	0.579756613
1434	0.579616762
1435	0.5795374572
1436	0.579494066
1437	0.5794221147
1438	0.579371246
1439	0.5792216122
1440	0.5791643596
1441	0.5790234865
1442	0.5788912228
1443	0.578865707
1444	0.5788233832
1445	0.5787316707
1446	0.5785700165
1447	0.5785343098
1448	0.5784962137
1449	0.5783615365
1450	0.5782266122
1451	0.5780958028
1452	0.5780469538
1453	0.5780138204
1454	0.5779749985
1455	0.5778626453
1456	0.5777479601
1457	0.5776797828
1458	0.5776373558
1459	0.5775962702
1460	0.5775567389
1461	0.5775210027
1462	0.5775018312
1463	0.5774084074
1464	0.5773584792
1465	0.5773158298
1466	0.577270089
1467	0.5772207858
1468	0.5771799172
1469	0.5771396725
1470	0.5770745452
1471	0.5770348322
1472	0.5769845801
1473	0.5769147372
1474	0.5768819181
1475	0.5767325025
1476	0.5766364221
1477	0.5766231441
1478	0.5765350546
1479	0.5764137836
1480	0.5763479235
1481	0.5762339168
1482	0.5761215073
1483	0.5760804305
1484	0.5760421428
1485	0.5760048726
1486	0.5759690324
1487	0.5758944855
1488	0.5758172082
1489	0.5757815221
1490	0.5756801759
1491	0.5756010807
1492	0.5754832857
1493	0.5753777833
1494	0.5753754878
1495	0.5753597735
1496	0.5753310166
1497	0.5752350799
1498	0.5751478291
1499	0.5751128493
1500	0.5750547798
1501	0.5750253131
1502	0.5749870326
1503	0.5749553741
1504	0.5748714826
1505	0.5748081929
1506	0.5747840678
1507	0.5747197029
1508	0.5746739962
1509	0.5746166456
1510	0.5744585978
1511	0.5744217305
1512	0.5743896919
1513	0.5742926355
1514	0.574190834
1515	0.5741314733
1516	0.5741176558
1517	0.5740364149
1518	0.5739390614
